policy,slowtrack_load_profile,frontend_profile,scenario_profile,module,n,mean_ms,median_ms,p25_ms,p75_ms,p95_ms,min_ms,max_ms
grounded,current_prompt,backend_ready,donation_mix,donation_emotion_motion_ms,1761,0.046,0.013,0.012,0.013,0.181,0.008,0.181
grounded,current_prompt,backend_ready,donation_mix,donation_readout_tts_ms,1761,464.019,477.696,430.736,488.194,533.738,394.98,533.738
grounded,current_prompt,backend_ready,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,backend_ready,donation_mix,fasttrack_analysis_ms,4000,48.457,22.49,19.661,23.809,283.077,9.786,283.077
grounded,current_prompt,backend_ready,donation_mix,fasttrack_audio_lookup_ms,4000,1.724,1.772,1.464,1.92,2.181,1.333,2.181
grounded,current_prompt,backend_ready,donation_mix,frontend_audio_overhead_ms,4000,3.606,3.481,2.353,4.785,6.577,0.089,7.95
grounded,current_prompt,backend_ready,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,backend_ready,donation_mix,slowtrack_llm_ms,4000,1504.376,1501.177,1423.464,1582.283,1697.743,1075.532,1921.587
grounded,current_prompt,backend_ready,donation_mix,slowtrack_tts_ms,4000,942.807,939.059,876.325,1006.406,1086.196,697.908,1213.572
grounded,current_prompt,capture_stress,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,capture_stress,chat_only,fasttrack_analysis_ms,4000,50.537,22.49,19.661,23.809,283.077,9.786,283.077
grounded,current_prompt,capture_stress,chat_only,fasttrack_audio_lookup_ms,4000,1.72,1.772,1.464,1.92,2.181,1.333,2.181
grounded,current_prompt,capture_stress,chat_only,frontend_audio_overhead_ms,4000,169.734,166.278,139.095,198.77,240.43,81.289,275.744
grounded,current_prompt,capture_stress,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,capture_stress,chat_only,slowtrack_llm_ms,4000,1507.308,1507.785,1432.012,1582.076,1691.622,1167.548,1913.377
grounded,current_prompt,capture_stress,chat_only,slowtrack_tts_ms,4000,942.419,937.072,873.919,1009.641,1087.821,706.685,1240.531
grounded,current_prompt,capture_stress,donation_mix,donation_emotion_motion_ms,1812,0.044,0.013,0.012,0.013,0.181,0.008,0.181
grounded,current_prompt,capture_stress,donation_mix,donation_readout_tts_ms,1812,466.099,477.696,430.736,488.194,533.738,394.98,533.738
grounded,current_prompt,capture_stress,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,capture_stress,donation_mix,fasttrack_analysis_ms,4000,51.42,22.49,19.661,23.809,283.077,9.786,283.077
grounded,current_prompt,capture_stress,donation_mix,fasttrack_audio_lookup_ms,4000,1.72,1.772,1.464,1.92,2.181,1.333,2.181
grounded,current_prompt,capture_stress,donation_mix,frontend_audio_overhead_ms,4000,169.583,166.288,139.452,198.157,242.05,82.295,276.231
grounded,current_prompt,capture_stress,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,capture_stress,donation_mix,slowtrack_llm_ms,4000,1513.674,1511.239,1438.023,1590.957,1698.871,1167.584,1933.282
grounded,current_prompt,capture_stress,donation_mix,slowtrack_tts_ms,4000,940.34,933.994,875.46,1003.985,1081.372,712.134,1239.778
grounded,current_prompt,local_browser,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,local_browser,chat_only,fasttrack_analysis_ms,4000,50.282,22.49,19.661,23.809,283.077,9.786,283.077
grounded,current_prompt,local_browser,chat_only,fasttrack_audio_lookup_ms,4000,1.716,1.772,1.464,1.92,2.181,1.333,2.181
grounded,current_prompt,local_browser,chat_only,frontend_audio_overhead_ms,4000,51.691,50.213,40.913,61.927,77.427,20.355,89.672
grounded,current_prompt,local_browser,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,local_browser,chat_only,slowtrack_llm_ms,4000,1507.886,1506.647,1429.714,1584.09,1694.514,1155.729,1919.963
grounded,current_prompt,local_browser,chat_only,slowtrack_tts_ms,4000,942.86,937.634,877.323,1006.154,1086.968,698.931,1247.435
grounded,current_prompt,local_browser,donation_mix,donation_emotion_motion_ms,1805,0.047,0.013,0.012,0.013,0.181,0.008,0.181
grounded,current_prompt,local_browser,donation_mix,donation_readout_tts_ms,1805,466.036,477.696,430.736,488.194,533.738,394.98,533.738
grounded,current_prompt,local_browser,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,local_browser,donation_mix,fasttrack_analysis_ms,4000,50.879,22.49,19.661,23.809,283.077,9.786,283.077
grounded,current_prompt,local_browser,donation_mix,fasttrack_audio_lookup_ms,4000,1.718,1.772,1.464,1.92,2.181,1.333,2.181
grounded,current_prompt,local_browser,donation_mix,frontend_audio_overhead_ms,4000,51.709,50.394,40.556,62.137,77.482,20.606,89.193
grounded,current_prompt,local_browser,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,current_prompt,local_browser,donation_mix,slowtrack_llm_ms,4000,1504.187,1501.535,1427.974,1578.314,1694.387,1129.365,1882.593
grounded,current_prompt,local_browser,donation_mix,slowtrack_tts_ms,4000,943.051,939.252,874.488,1007.264,1091.051,712.305,1210.116
grounded,expanded_memory,backend_ready,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,backend_ready,chat_only,fasttrack_analysis_ms,4000,49.531,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,backend_ready,chat_only,fasttrack_audio_lookup_ms,4000,1.721,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,backend_ready,chat_only,frontend_audio_overhead_ms,4000,3.623,3.51,2.393,4.764,6.548,0.073,7.955
grounded,expanded_memory,backend_ready,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,backend_ready,chat_only,slowtrack_llm_ms,4000,2410.821,2403.153,2285.743,2531.53,2720.218,1820.346,3014.969
grounded,expanded_memory,backend_ready,chat_only,slowtrack_tts_ms,4000,1037.515,1031.919,964.606,1108.285,1197.845,760.797,1326.857
grounded,expanded_memory,backend_ready,donation_mix,donation_emotion_motion_ms,1721,0.047,0.013,0.012,0.013,0.181,0.008,0.181
grounded,expanded_memory,backend_ready,donation_mix,donation_readout_tts_ms,1721,463.657,477.696,430.736,488.194,533.738,394.98,533.738
grounded,expanded_memory,backend_ready,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,backend_ready,donation_mix,fasttrack_analysis_ms,4000,49.695,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,backend_ready,donation_mix,fasttrack_audio_lookup_ms,4000,1.714,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,backend_ready,donation_mix,frontend_audio_overhead_ms,4000,3.689,3.526,2.527,4.852,6.523,0.135,7.94
grounded,expanded_memory,backend_ready,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,backend_ready,donation_mix,slowtrack_llm_ms,4000,2411.106,2401.568,2286.698,2535.492,2713.648,1896.401,3182.42
grounded,expanded_memory,backend_ready,donation_mix,slowtrack_tts_ms,4000,1035.714,1031.03,963.261,1105.978,1195.458,767.856,1371.119
grounded,expanded_memory,capture_stress,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,capture_stress,chat_only,fasttrack_analysis_ms,4000,50.591,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,capture_stress,chat_only,fasttrack_audio_lookup_ms,4000,1.718,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,capture_stress,chat_only,frontend_audio_overhead_ms,4000,170.122,165.565,139.625,200.097,244.8,80.542,279.23
grounded,expanded_memory,capture_stress,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,capture_stress,chat_only,slowtrack_llm_ms,4000,2410.713,2403.617,2285.852,2529.611,2714.291,1750.008,3069.948
grounded,expanded_memory,capture_stress,chat_only,slowtrack_tts_ms,4000,1038.571,1034.251,964.814,1108.622,1197.377,780.014,1361.966
grounded,expanded_memory,capture_stress,donation_mix,donation_emotion_motion_ms,1808,0.043,0.013,0.012,0.013,0.181,0.008,0.181
grounded,expanded_memory,capture_stress,donation_mix,donation_readout_tts_ms,1808,464.563,477.696,430.736,488.194,533.738,394.98,533.738
grounded,expanded_memory,capture_stress,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,capture_stress,donation_mix,fasttrack_analysis_ms,4000,50.197,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,capture_stress,donation_mix,fasttrack_audio_lookup_ms,4000,1.723,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,capture_stress,donation_mix,frontend_audio_overhead_ms,4000,170.138,166.791,138.709,200.692,244.187,81.119,278.925
grounded,expanded_memory,capture_stress,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,capture_stress,donation_mix,slowtrack_llm_ms,4000,2407.177,2404.474,2283.008,2529.411,2710.127,1768.29,3036.728
grounded,expanded_memory,capture_stress,donation_mix,slowtrack_tts_ms,4000,1035.962,1030.593,962.133,1108.92,1193.181,769.746,1326.307
grounded,expanded_memory,local_browser,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,local_browser,chat_only,fasttrack_analysis_ms,4000,48.882,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,local_browser,chat_only,fasttrack_audio_lookup_ms,4000,1.716,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,local_browser,chat_only,frontend_audio_overhead_ms,4000,51.367,49.904,40.506,62.265,77.064,20.601,88.794
grounded,expanded_memory,local_browser,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,local_browser,chat_only,slowtrack_llm_ms,4000,2407.239,2406.381,2283.032,2527.874,2700.368,1870.362,3149.056
grounded,expanded_memory,local_browser,chat_only,slowtrack_tts_ms,4000,1035.064,1029.686,961.284,1107.465,1195.728,784.337,1357.787
grounded,expanded_memory,local_browser,donation_mix,donation_emotion_motion_ms,1795,0.045,0.013,0.012,0.013,0.181,0.008,0.181
grounded,expanded_memory,local_browser,donation_mix,donation_readout_tts_ms,1795,466.312,477.696,430.736,488.194,533.738,394.98,533.738
grounded,expanded_memory,local_browser,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,local_browser,donation_mix,fasttrack_analysis_ms,4000,47.806,22.49,19.661,23.809,283.077,9.786,283.077
grounded,expanded_memory,local_browser,donation_mix,fasttrack_audio_lookup_ms,4000,1.721,1.772,1.464,1.92,2.181,1.333,2.181
grounded,expanded_memory,local_browser,donation_mix,frontend_audio_overhead_ms,4000,51.609,50.458,40.941,61.839,77.407,20.473,89.622
grounded,expanded_memory,local_browser,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,expanded_memory,local_browser,donation_mix,slowtrack_llm_ms,4000,2410.596,2408.976,2287.292,2530.989,2721.422,1742.014,3073.465
grounded,expanded_memory,local_browser,donation_mix,slowtrack_tts_ms,4000,1036.361,1029.726,963.802,1107.1,1196.671,776.391,1336.62
grounded,heavy_context,backend_ready,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,backend_ready,chat_only,fasttrack_analysis_ms,4000,49.916,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,backend_ready,chat_only,fasttrack_audio_lookup_ms,4000,1.717,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,backend_ready,chat_only,frontend_audio_overhead_ms,4000,3.693,3.543,2.456,4.878,6.674,0.05,7.8
grounded,heavy_context,backend_ready,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,backend_ready,chat_only,slowtrack_llm_ms,4000,3619.875,3615.554,3429.247,3799.77,4065.897,2662.401,4605.096
grounded,heavy_context,backend_ready,chat_only,slowtrack_tts_ms,4000,1175.982,1170.888,1093.828,1253.149,1357.914,889.69,1603.198
grounded,heavy_context,backend_ready,donation_mix,donation_emotion_motion_ms,1782,0.041,0.013,0.012,0.013,0.181,0.008,0.181
grounded,heavy_context,backend_ready,donation_mix,donation_readout_tts_ms,1782,464.998,477.696,430.736,488.194,533.738,394.98,533.738
grounded,heavy_context,backend_ready,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,backend_ready,donation_mix,fasttrack_analysis_ms,4000,48.884,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,backend_ready,donation_mix,fasttrack_audio_lookup_ms,4000,1.715,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,backend_ready,donation_mix,frontend_audio_overhead_ms,4000,3.656,3.511,2.447,4.795,6.625,0.024,7.937
grounded,heavy_context,backend_ready,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,backend_ready,donation_mix,slowtrack_llm_ms,4000,3616.621,3612.511,3427.244,3795.117,4076.425,2810.466,4617.246
grounded,heavy_context,backend_ready,donation_mix,slowtrack_tts_ms,4000,1173.889,1166.064,1091.52,1255.309,1354.592,875.797,1484.147
grounded,heavy_context,capture_stress,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,capture_stress,chat_only,fasttrack_analysis_ms,4000,51.079,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,capture_stress,chat_only,fasttrack_audio_lookup_ms,4000,1.714,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,capture_stress,chat_only,frontend_audio_overhead_ms,4000,169.047,165.309,137.966,199.176,243.749,81.68,278.91
grounded,heavy_context,capture_stress,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,capture_stress,chat_only,slowtrack_llm_ms,4000,3622.807,3614.58,3438.494,3807.405,4066.313,2726.45,4653.849
grounded,heavy_context,capture_stress,chat_only,slowtrack_tts_ms,4000,1178.593,1171.909,1097.546,1258.938,1358.515,903.703,1506.723
grounded,heavy_context,capture_stress,donation_mix,donation_emotion_motion_ms,1823,0.046,0.013,0.012,0.013,0.181,0.008,0.181
grounded,heavy_context,capture_stress,donation_mix,donation_readout_tts_ms,1823,466.05,477.696,430.736,488.194,533.738,394.98,533.738
grounded,heavy_context,capture_stress,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,capture_stress,donation_mix,fasttrack_analysis_ms,4000,51.823,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,capture_stress,donation_mix,fasttrack_audio_lookup_ms,4000,1.725,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,capture_stress,donation_mix,frontend_audio_overhead_ms,4000,169.905,166.525,138.412,198.507,242.559,82.607,277.723
grounded,heavy_context,capture_stress,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,capture_stress,donation_mix,slowtrack_llm_ms,4000,3621.786,3618.55,3437.47,3798.43,4060.156,2536.441,4661.187
grounded,heavy_context,capture_stress,donation_mix,slowtrack_tts_ms,4000,1175.202,1167.704,1094.078,1254.028,1355.25,850.191,1506.389
grounded,heavy_context,local_browser,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,local_browser,chat_only,fasttrack_analysis_ms,4000,49.839,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,local_browser,chat_only,fasttrack_audio_lookup_ms,4000,1.715,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,local_browser,chat_only,frontend_audio_overhead_ms,4000,51.732,50.41,40.85,62.205,77.215,20.581,89.385
grounded,heavy_context,local_browser,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,local_browser,chat_only,slowtrack_llm_ms,4000,3612.699,3609.947,3422.992,3794.724,4071.019,2723.993,4525.462
grounded,heavy_context,local_browser,chat_only,slowtrack_tts_ms,4000,1179.09,1171.947,1095.592,1259.876,1367.196,853.345,1529.797
grounded,heavy_context,local_browser,donation_mix,donation_emotion_motion_ms,1728,0.045,0.013,0.012,0.013,0.181,0.008,0.181
grounded,heavy_context,local_browser,donation_mix,donation_readout_tts_ms,1728,464.982,477.696,430.736,488.194,533.738,394.98,533.738
grounded,heavy_context,local_browser,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,local_browser,donation_mix,fasttrack_analysis_ms,4000,50.184,22.49,19.661,23.809,283.077,9.786,283.077
grounded,heavy_context,local_browser,donation_mix,fasttrack_audio_lookup_ms,4000,1.723,1.772,1.464,1.92,2.181,1.333,2.181
grounded,heavy_context,local_browser,donation_mix,frontend_audio_overhead_ms,4000,51.8,50.425,40.996,62.318,77.242,20.241,88.713
grounded,heavy_context,local_browser,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,heavy_context,local_browser,donation_mix,slowtrack_llm_ms,4000,3619.702,3612.369,3427.306,3809.744,4083.663,2755.859,4729.486
grounded,heavy_context,local_browser,donation_mix,slowtrack_tts_ms,4000,1175.721,1170.199,1092.605,1255.65,1357.536,801.459,1505.219
grounded,stress_context,backend_ready,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,backend_ready,chat_only,fasttrack_analysis_ms,4000,50.246,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,backend_ready,chat_only,fasttrack_audio_lookup_ms,4000,1.725,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,backend_ready,chat_only,frontend_audio_overhead_ms,4000,3.694,3.531,2.435,4.934,6.64,0.041,7.877
grounded,stress_context,backend_ready,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,backend_ready,chat_only,slowtrack_llm_ms,4000,5119.425,5112.856,4849.895,5373.204,5756.271,3931.909,6475.289
grounded,stress_context,backend_ready,chat_only,slowtrack_tts_ms,4000,1318.2,1309.812,1225.372,1407.037,1522.835,965.489,1706.478
grounded,stress_context,backend_ready,donation_mix,donation_emotion_motion_ms,1773,0.045,0.013,0.012,0.013,0.181,0.008,0.181
grounded,stress_context,backend_ready,donation_mix,donation_readout_tts_ms,1773,466.222,477.696,430.736,488.194,533.738,394.98,533.738
grounded,stress_context,backend_ready,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,backend_ready,donation_mix,fasttrack_analysis_ms,4000,50.005,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,backend_ready,donation_mix,fasttrack_audio_lookup_ms,4000,1.73,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,backend_ready,donation_mix,frontend_audio_overhead_ms,4000,3.636,3.482,2.454,4.795,6.544,0.03,7.856
grounded,stress_context,backend_ready,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,backend_ready,donation_mix,slowtrack_llm_ms,4000,5125.57,5114.227,4855.873,5382.233,5788.091,3956.869,6621.245
grounded,stress_context,backend_ready,donation_mix,slowtrack_tts_ms,4000,1317.572,1309.291,1222.753,1409.053,1523.852,970.084,1693.771
grounded,stress_context,capture_stress,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,capture_stress,chat_only,fasttrack_analysis_ms,4000,50.394,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,capture_stress,chat_only,fasttrack_audio_lookup_ms,4000,1.721,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,capture_stress,chat_only,frontend_audio_overhead_ms,4000,169.597,165.211,139.463,198.451,242.333,82.75,278.379
grounded,stress_context,capture_stress,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,capture_stress,chat_only,slowtrack_llm_ms,4000,5122.946,5110.084,4861.89,5382.619,5756.253,3981.753,6456.105
grounded,stress_context,capture_stress,chat_only,slowtrack_tts_ms,4000,1318.161,1312.501,1226.17,1408.039,1519.289,928.06,1701.561
grounded,stress_context,capture_stress,donation_mix,donation_emotion_motion_ms,1765,0.05,0.013,0.012,0.013,0.181,0.008,0.181
grounded,stress_context,capture_stress,donation_mix,donation_readout_tts_ms,1765,463.864,477.696,430.736,488.194,533.738,394.98,533.738
grounded,stress_context,capture_stress,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,capture_stress,donation_mix,fasttrack_analysis_ms,4000,48.148,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,capture_stress,donation_mix,fasttrack_audio_lookup_ms,4000,1.717,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,capture_stress,donation_mix,frontend_audio_overhead_ms,4000,169.783,166.285,138.876,198.672,244.054,81.787,277.705
grounded,stress_context,capture_stress,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,capture_stress,donation_mix,slowtrack_llm_ms,4000,5113.462,5109.758,4844.715,5373.164,5771.948,3892.245,6602.029
grounded,stress_context,capture_stress,donation_mix,slowtrack_tts_ms,4000,1321.8,1316.092,1232.189,1412.3,1526.006,966.046,1689.514
grounded,stress_context,local_browser,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,local_browser,chat_only,fasttrack_analysis_ms,4000,50.532,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,local_browser,chat_only,fasttrack_audio_lookup_ms,4000,1.719,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,local_browser,chat_only,frontend_audio_overhead_ms,4000,51.859,50.613,41.218,61.937,77.646,20.655,89.267
grounded,stress_context,local_browser,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,local_browser,chat_only,slowtrack_llm_ms,4000,5118.76,5108.178,4856.106,5368.68,5769.547,3896.004,6664.981
grounded,stress_context,local_browser,chat_only,slowtrack_tts_ms,4000,1315.406,1309.781,1224.675,1404.176,1519.125,986.787,1682.299
grounded,stress_context,local_browser,donation_mix,donation_emotion_motion_ms,1759,0.043,0.013,0.012,0.013,0.181,0.008,0.181
grounded,stress_context,local_browser,donation_mix,donation_readout_tts_ms,1759,465.735,477.696,430.736,488.194,533.738,394.98,533.738
grounded,stress_context,local_browser,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,local_browser,donation_mix,fasttrack_analysis_ms,4000,50.326,22.49,19.661,23.809,283.077,9.786,283.077
grounded,stress_context,local_browser,donation_mix,fasttrack_audio_lookup_ms,4000,1.72,1.772,1.464,1.92,2.181,1.333,2.181
grounded,stress_context,local_browser,donation_mix,frontend_audio_overhead_ms,4000,51.802,50.754,41.437,61.673,77.085,20.406,89.502
grounded,stress_context,local_browser,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grounded,stress_context,local_browser,donation_mix,slowtrack_llm_ms,4000,5118.137,5112.513,4861.065,5368.318,5756.072,3682.656,6432.279
grounded,stress_context,local_browser,donation_mix,slowtrack_tts_ms,4000,1318.946,1312.637,1227.247,1409.579,1518.766,971.188,1691.263
neutral_random,current_prompt,backend_ready,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,backend_ready,chat_only,fasttrack_analysis_ms,4000,12.742,12.801,11.345,14.348,15.311,10.574,15.311
neutral_random,current_prompt,backend_ready,chat_only,fasttrack_audio_lookup_ms,4000,1.791,1.587,1.505,1.989,3.278,1.389,3.278
neutral_random,current_prompt,backend_ready,chat_only,frontend_audio_overhead_ms,4000,3.635,3.523,2.421,4.766,6.527,0.101,7.842
neutral_random,current_prompt,backend_ready,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,backend_ready,chat_only,slowtrack_llm_ms,4000,1470.456,1476.394,1369.264,1569.053,1687.191,1059.952,1913.822
neutral_random,current_prompt,backend_ready,chat_only,slowtrack_tts_ms,4000,826.088,832.928,768.576,897.652,993.38,493.355,1107.99
neutral_random,current_prompt,backend_ready,donation_mix,donation_emotion_motion_ms,1764,0.012,0.011,0.01,0.012,0.014,0.009,0.014
neutral_random,current_prompt,backend_ready,donation_mix,donation_readout_tts_ms,1764,455.856,451.836,403.297,515.481,561.6,365.433,561.6
neutral_random,current_prompt,backend_ready,donation_mix,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,backend_ready,donation_mix,fasttrack_analysis_ms,4000,12.774,13.029,11.757,14.348,15.311,10.574,15.311
neutral_random,current_prompt,backend_ready,donation_mix,fasttrack_audio_lookup_ms,4000,1.806,1.624,1.536,2.004,3.278,1.389,3.278
neutral_random,current_prompt,backend_ready,donation_mix,frontend_audio_overhead_ms,4000,3.713,3.579,2.494,4.862,6.633,0.072,7.924
neutral_random,current_prompt,backend_ready,donation_mix,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,backend_ready,donation_mix,slowtrack_llm_ms,4000,1473.572,1481.778,1380.073,1573.238,1683.495,1033.213,1887.15
neutral_random,current_prompt,backend_ready,donation_mix,slowtrack_tts_ms,4000,829.047,833.683,770.55,900.004,996.275,496.581,1148.537
neutral_random,current_prompt,capture_stress,chat_only,emotion_motion_payload_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,capture_stress,chat_only,fasttrack_analysis_ms,4000,12.768,13.029,11.757,14.348,15.311,10.574,15.311
neutral_random,current_prompt,capture_stress,chat_only,fasttrack_audio_lookup_ms,4000,1.79,1.587,1.505,1.993,3.278,1.389,3.278
neutral_random,current_prompt,capture_stress,chat_only,frontend_audio_overhead_ms,4000,171.023,167.064,140.373,200.071,245.358,81.888,278.948
neutral_random,current_prompt,capture_stress,chat_only,latency_cover_plan_ms,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutral_random,current_prompt,capture_stress,chat_only,slowtrack_llm_ms,4000,1474.5,1483.03,1377.396,1573.223,1687.358,1053.483,1894.544
