condition_id,policy,slowtrack_load_profile,frontend_profile,scenario_profile,turns,fasttrack_enabled,first_response_ready_ms_n,first_response_ready_ms_mean_ms,first_response_ready_ms_median_ms,first_response_ready_ms_p25_ms,first_response_ready_ms_p75_ms,first_response_ready_ms_p95_ms,first_response_ready_ms_min_ms,first_response_ready_ms_max_ms,first_response_ready_ms_p_lt_100ms,first_response_ready_ms_p_lt_500ms,first_response_ready_ms_p_gt_2000ms,fasttrack_ready_ms_n,fasttrack_ready_ms_mean_ms,fasttrack_ready_ms_median_ms,fasttrack_ready_ms_p25_ms,fasttrack_ready_ms_p75_ms,fasttrack_ready_ms_p95_ms,fasttrack_ready_ms_min_ms,fasttrack_ready_ms_max_ms,fasttrack_ready_ms_p_lt_100ms,fasttrack_ready_ms_p_lt_500ms,fasttrack_ready_ms_p_gt_2000ms,slowtrack_compute_ms_n,slowtrack_compute_ms_mean_ms,slowtrack_compute_ms_median_ms,slowtrack_compute_ms_p25_ms,slowtrack_compute_ms_p75_ms,slowtrack_compute_ms_p95_ms,slowtrack_compute_ms_min_ms,slowtrack_compute_ms_max_ms,slowtrack_compute_ms_p_lt_100ms,slowtrack_compute_ms_p_lt_500ms,slowtrack_compute_ms_p_gt_2000ms,full_answer_ready_ms_n,full_answer_ready_ms_mean_ms,full_answer_ready_ms_median_ms,full_answer_ready_ms_p25_ms,full_answer_ready_ms_p75_ms,full_answer_ready_ms_p95_ms,full_answer_ready_ms_min_ms,full_answer_ready_ms_max_ms,full_answer_ready_ms_p_lt_100ms,full_answer_ready_ms_p_lt_500ms,full_answer_ready_ms_p_gt_2000ms,hidden_latency_ms_n,hidden_latency_ms_mean_ms,hidden_latency_ms_median_ms,hidden_latency_ms_p25_ms,hidden_latency_ms_p75_ms,hidden_latency_ms_p95_ms,hidden_latency_ms_min_ms,hidden_latency_ms_max_ms,hidden_latency_ms_p_lt_100ms,hidden_latency_ms_p_lt_500ms,hidden_latency_ms_p_gt_2000ms,donation_readout_tts_ms_n,donation_readout_tts_ms_mean_ms,donation_readout_tts_ms_median_ms,donation_readout_tts_ms_p25_ms,donation_readout_tts_ms_p75_ms,donation_readout_tts_ms_p95_ms,donation_readout_tts_ms_min_ms,donation_readout_tts_ms_max_ms,donation_readout_tts_ms_p_lt_100ms,donation_readout_tts_ms_p_lt_500ms,donation_readout_tts_ms_p_gt_2000ms
c055_response_act_only_expanded_memory_backend_ready_chat_only,response_act_only,expanded_memory,backend_ready,chat_only,4000,1,4000,15.985,15.46,13.457,17.907,22.864,8.24,27.437,1.0,1.0,0.0,4000,12.338,11.915,9.891,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,3145.027,3150.494,2983.705,3304.351,3527.017,2412.567,3910.839,0.0,0.0,1.0,4000,3148.674,3154.051,2987.726,3307.417,3531.144,2417.411,3914.075,0.0,0.0,1.0,4000,3132.688,3139.349,2971.336,3291.8,3514.885,2397.892,3895.912,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c056_response_act_only_expanded_memory_backend_ready_donation_mix,response_act_only,expanded_memory,backend_ready,donation_mix,4000,1,4000,16.043,15.545,13.526,18.1,22.76,8.446,27.82,1.0,1.0,0.0,4000,12.363,11.941,9.857,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,3134.153,3134.424,2975.463,3296.169,3512.667,2411.06,4127.245,0.0,0.0,1.0,4000,3137.832,3138.406,2978.634,3299.401,3516.167,2411.316,4130.59,0.0,0.0,1.0,4000,3121.789,3122.61,2962.538,3283.579,3501.785,2400.936,4115.813,0.0,0.0,1.0,4000,214.48,0.0,0.0,460.559,604.099,0.0,604.099,0.55025,0.9095,0.0
c057_response_act_only_expanded_memory_local_browser_chat_only,response_act_only,expanded_memory,local_browser,chat_only,4000,1,4000,64.344,63.114,53.218,74.884,90.817,29.223,106.094,0.99325,1.0,0.0,4000,12.32,11.915,9.857,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,3137.223,3144.786,2972.561,3301.284,3516.599,2358.077,3910.058,0.0,0.0,1.0,4000,3189.248,3197.594,3025.916,3353.441,3568.288,2401.886,3983.627,0.0,0.0,1.0,4000,3124.903,3132.813,2960.313,3289.639,3503.803,2345.298,3889.996,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c058_response_act_only_expanded_memory_local_browser_donation_mix,response_act_only,expanded_memory,local_browser,donation_mix,4000,1,4000,63.883,62.308,53.012,73.997,90.755,29.383,103.969,0.9965,1.0,0.0,4000,12.397,11.941,9.891,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,3141.837,3143.543,2982.22,3303.182,3513.216,2409.833,3967.403,0.0,0.0,1.0,4000,3193.323,3193.683,3033.125,3353.111,3564.653,2461.418,4028.372,0.0,0.0,1.0,4000,3129.44,3130.017,2967.992,3290.884,3500.649,2397.475,3958.912,0.0,0.0,1.0,4000,216.867,0.0,0.0,460.559,604.099,0.0,604.099,0.54625,0.90625,0.0
c059_response_act_only_expanded_memory_capture_stress_chat_only,response_act_only,expanded_memory,capture_stress,chat_only,4000,1,4000,182.888,178.617,151.986,212.654,258.081,90.711,293.841,0.004,1.0,0.0,4000,12.262,11.863,9.857,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,3137.211,3141.971,2972.032,3302.793,3522.514,2320.344,3960.264,0.0,0.0,1.0,4000,3307.837,3312.523,3139.353,3473.818,3694.485,2471.053,4196.719,0.0,0.0,1.0,4000,3124.949,3129.323,2960.089,3290.442,3509.627,2307.815,3942.071,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c060_response_act_only_expanded_memory_capture_stress_donation_mix,response_act_only,expanded_memory,capture_stress,donation_mix,4000,1,4000,182.653,178.68,151.791,211.53,257.315,93.905,295.999,0.00275,1.0,0.0,4000,12.408,11.941,9.891,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,3145.689,3152.155,2981.251,3309.93,3525.708,2322.112,3914.009,0.0,0.0,1.0,4000,3315.935,3321.292,3150.505,3479.025,3702.633,2517.106,4166.076,0.0,0.0,1.0,4000,3133.282,3139.23,2968.391,3296.568,3512.84,2309.095,3902.094,0.0,0.0,1.0,4000,217.993,0.0,0.0,460.559,604.099,0.0,604.099,0.54325,0.91125,0.0
c061_response_act_only_heavy_context_backend_ready_chat_only,response_act_only,heavy_context,backend_ready,chat_only,4000,1,4000,16.034,15.575,13.452,18.037,23.051,8.198,27.63,1.0,1.0,0.0,4000,12.372,11.941,9.857,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,4402.6,4400.491,4185.26,4613.38,4922.401,3399.404,5668.683,0.0,0.0,1.0,4000,4406.263,4405.209,4189.143,4616.528,4927.018,3406.157,5671.82,0.0,0.0,1.0,4000,4390.229,4387.899,4173.649,4600.742,4909.215,3384.807,5659.061,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c062_response_act_only_heavy_context_backend_ready_donation_mix,response_act_only,heavy_context,backend_ready,donation_mix,4000,1,4000,16.003,15.494,13.456,17.939,22.834,8.556,27.71,1.0,1.0,0.0,4000,12.375,11.941,9.891,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,4398.902,4403.328,4180.947,4620.368,4924.569,3238.398,5624.458,0.0,0.0,1.0,4000,4402.53,4407.501,4184.633,4624.005,4927.3,3241.75,5629.024,0.0,0.0,1.0,4000,4386.527,4391.779,4168.13,4608.811,4911.363,3227.786,5615.011,0.0,0.0,1.0,4000,212.89,0.0,0.0,460.559,604.099,0.0,604.099,0.554,0.91175,0.0
c063_response_act_only_heavy_context_local_browser_chat_only,response_act_only,heavy_context,local_browser,chat_only,4000,1,4000,64.505,63.126,53.178,75.432,91.348,29.211,107.547,0.9935,1.0,0.0,4000,12.379,11.941,9.857,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,4399.383,4400.011,4191.514,4615.264,4923.177,3246.791,5410.096,0.0,0.0,1.0,4000,4451.509,4451.917,4243.766,4668.123,4979.566,3286.328,5470.301,0.0,0.0,1.0,4000,4387.004,4388.56,4178.314,4602.577,4911.538,3238.472,5397.317,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c064_response_act_only_heavy_context_local_browser_donation_mix,response_act_only,heavy_context,local_browser,donation_mix,4000,1,4000,63.545,62.476,52.895,73.399,89.146,30.326,105.629,0.99725,1.0,0.0,4000,12.361,11.941,9.891,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,4398.946,4408.056,4191.548,4611.519,4903.315,3302.347,5496.537,0.0,0.0,1.0,4000,4450.13,4457.48,4243.023,4661.937,4959.873,3342.853,5539.733,0.0,0.0,1.0,4000,4386.585,4395.771,4178.118,4599.16,4892.611,3290.051,5486.413,0.0,0.0,1.0,4000,215.502,0.0,0.0,460.559,604.099,0.0,604.099,0.54925,0.9085,0.0
c065_response_act_only_heavy_context_capture_stress_chat_only,response_act_only,heavy_context,capture_stress,chat_only,4000,1,4000,182.075,178.849,151.519,211.444,254.14,91.136,297.909,0.0065,1.0,0.0,4000,12.431,11.941,9.891,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,4410.47,4417.141,4196.03,4628.538,4934.678,3349.719,5499.22,0.0,0.0,1.0,4000,4580.114,4586.816,4367.728,4802.128,5104.534,3477.492,5688.693,0.0,0.0,1.0,4000,4398.039,4404.158,4183.218,4615.383,4920.378,3334.872,5491.212,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c066_response_act_only_heavy_context_capture_stress_donation_mix,response_act_only,heavy_context,capture_stress,donation_mix,4000,1,4000,182.195,178.266,150.506,212.1,258.763,92.6,289.368,0.00425,1.0,0.0,4000,12.387,11.941,9.857,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,4399.701,4405.624,4179.243,4619.762,4930.446,3311.601,5508.637,0.0,0.0,1.0,4000,4569.509,4572.136,4348.475,4792.319,5096.659,3456.639,5682.88,0.0,0.0,1.0,4000,4387.314,4393.217,4167.203,4607.162,4918.122,3299.858,5489.626,0.0,0.0,1.0,4000,212.714,0.0,0.0,460.559,604.099,0.0,604.099,0.55625,0.905,0.0
c067_response_act_only_stress_context_backend_ready_chat_only,response_act_only,stress_context,backend_ready,chat_only,4000,1,4000,15.977,15.392,13.369,18.096,22.868,8.24,27.266,1.0,1.0,0.0,4000,12.345,11.915,9.857,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,5947.075,5951.966,5653.234,6231.248,6648.319,4553.66,7712.957,0.0,0.0,1.0,4000,5950.708,5954.917,5656.806,6234.784,6652.132,4559.218,7720.161,0.0,0.0,1.0,4000,5934.731,5939.24,5640.997,6219.305,6634.461,4544.213,7692.895,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c068_response_act_only_stress_context_backend_ready_donation_mix,response_act_only,stress_context,backend_ready,donation_mix,4000,1,4000,15.982,15.47,13.547,17.853,22.694,7.931,27.146,1.0,1.0,0.0,4000,12.316,11.915,9.857,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,5941.703,5949.029,5659.915,6233.232,6642.925,4338.77,7575.115,0.0,0.0,1.0,4000,5945.37,5952.655,5663.984,6236.352,6647.712,4341.782,7578.226,0.0,0.0,1.0,4000,5929.387,5936.425,5646.851,6221.217,6630.594,4327.338,7563.74,0.0,0.0,1.0,4000,214.077,0.0,0.0,460.559,604.099,0.0,604.099,0.55175,0.90925,0.0
c069_response_act_only_stress_context_local_browser_chat_only,response_act_only,stress_context,local_browser,chat_only,4000,1,4000,63.954,62.829,53.081,74.399,89.775,29.674,105.094,0.99525,1.0,0.0,4000,12.434,11.941,9.891,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,5952.228,5958.021,5663.449,6237.322,6658.906,4536.515,7649.038,0.0,0.0,1.0,4000,6003.748,6007.405,5715.848,6287.502,6712.328,4563.539,7679.583,0.0,0.0,1.0,4000,5939.794,5945.224,5651.245,6226.116,6648.121,4526.879,7634.441,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c070_response_act_only_stress_context_local_browser_donation_mix,response_act_only,stress_context,local_browser,donation_mix,4000,1,4000,63.975,62.96,53.254,74.314,90.116,27.93,107.48,0.9965,1.0,0.0,4000,12.376,11.941,9.857,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,5944.593,5953.019,5649.09,6231.19,6652.612,4513.098,7979.763,0.0,0.0,1.0,4000,5996.192,6003.789,5700.554,6284.91,6702.255,4572.32,8051.658,0.0,0.0,1.0,4000,5932.217,5941.569,5637.583,6218.363,6640.947,4494.905,7966.519,0.0,0.0,1.0,4000,209.299,0.0,0.0,460.559,604.099,0.0,604.099,0.56075,0.91725,0.0
c071_response_act_only_stress_context_capture_stress_chat_only,response_act_only,stress_context,capture_stress,chat_only,4000,1,4000,181.743,178.233,150.084,209.46,258.004,92.71,296.205,0.00425,1.0,0.0,4000,12.318,11.915,9.891,13.91,18.931,7.753,20.062,1.0,1.0,0.0,4000,5941.292,5944.68,5659.08,6222.855,6659.221,4222.297,7985.544,0.0,0.0,1.0,4000,6110.718,6114.478,5830.699,6393.631,6830.506,4446.869,8150.548,0.0,0.0,1.0,4000,5928.975,5931.388,5646.443,6210.727,6645.434,4210.356,7974.794,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c072_response_act_only_stress_context_capture_stress_donation_mix,response_act_only,stress_context,capture_stress,donation_mix,4000,1,4000,183.483,180.582,152.649,213.191,256.661,91.798,290.659,0.006,1.0,0.0,4000,12.369,11.941,9.891,14.109,18.931,7.753,20.062,1.0,1.0,0.0,4000,5942.433,5941.687,5657.881,6225.658,6639.32,4517.285,7461.968,0.0,0.0,1.0,4000,6113.547,6116.442,5824.497,6402.479,6823.435,4722.204,7621.232,0.0,0.0,1.0,4000,5930.064,5928.327,5645.945,6212.957,6625.025,4502.61,7452.111,0.0,0.0,1.0,4000,214.102,0.0,0.0,460.559,604.099,0.0,604.099,0.5505,0.90825,0.0
c073_neutral_random_current_prompt_backend_ready_chat_only,neutral_random,current_prompt,backend_ready,chat_only,4000,1,4000,18.168,18.172,16.499,19.78,21.955,12.406,25.326,1.0,1.0,0.0,4000,14.533,14.579,13.313,15.891,16.915,11.963,18.589,1.0,1.0,0.0,4000,2296.544,2303.276,2177.186,2421.793,2574.948,1718.555,2919.413,0.0,0.0,0.95,4000,2300.179,2307.103,2180.345,2426.091,2578.378,1721.033,2920.447,0.0,0.0,0.95125,4000,2282.011,2289.252,2162.815,2406.93,2560.374,1702.158,2904.666,0.0,0.0,0.941,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c074_neutral_random_current_prompt_backend_ready_donation_mix,neutral_random,current_prompt,backend_ready,donation_mix,4000,1,4000,18.293,18.257,16.66,19.837,22.086,12.25,25.088,1.0,1.0,0.0,4000,14.58,14.623,13.313,15.935,16.915,11.963,18.589,1.0,1.0,0.0,4000,2302.619,2308.82,2186.543,2425.436,2577.149,1714.486,2790.911,0.0,0.0,0.953,4000,2306.333,2312.51,2190.423,2430.077,2581.736,1716.119,2792.886,0.0,0.0,0.9545,4000,2288.04,2294.186,2172.072,2410.642,2561.918,1700.634,2778.301,0.0,0.0,0.94625,4000,201.032,0.0,0.0,431.31,561.6,0.0,561.6,0.559,0.83525,0.0
c075_neutral_random_current_prompt_local_browser_chat_only,neutral_random,current_prompt,local_browser,chat_only,4000,1,4000,66.713,65.506,55.807,76.861,92.191,32.78,105.311,0.99175,1.0,0.0,4000,14.53,14.579,13.293,15.884,16.898,11.963,18.589,1.0,1.0,0.0,4000,2296.0,2302.866,2175.105,2417.792,2575.213,1680.42,2943.911,0.0,0.0,0.95475,4000,2348.184,2354.714,2228.169,2469.881,2627.408,1745.282,2990.713,0.0,0.0,0.975,4000,2281.47,2288.824,2160.469,2403.144,2559.903,1664.77,2931.08,0.0,0.0,0.94625,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c076_neutral_random_current_prompt_local_browser_donation_mix,neutral_random,current_prompt,local_browser,donation_mix,4000,1,4000,66.004,64.632,55.051,76.352,92.184,34.063,104.287,0.99375,1.0,0.0,4000,14.51,14.579,13.308,15.834,16.898,11.963,18.589,1.0,1.0,0.0,4000,2294.441,2301.957,2173.276,2418.389,2573.297,1718.564,2873.767,0.0,0.0,0.95,4000,2345.935,2354.801,2226.551,2470.126,2622.977,1752.341,2934.086,0.0,0.0,0.9705,4000,2279.931,2287.876,2158.343,2403.894,2558.216,1702.127,2861.629,0.0,0.0,0.9395,4000,200.635,0.0,0.0,431.31,561.6,0.0,561.6,0.56075,0.8355,0.0
c077_neutral_random_current_prompt_capture_stress_chat_only,neutral_random,current_prompt,capture_stress,chat_only,4000,1,4000,185.58,181.54,154.944,214.941,259.809,98.336,295.326,0.001,1.0,0.0,4000,14.557,14.598,13.321,15.891,16.915,11.963,18.589,1.0,1.0,0.0,4000,2300.027,2305.302,2182.607,2423.192,2579.206,1633.136,2870.524,0.0,0.0,0.95475,4000,2471.05,2476.664,2349.039,2596.834,2762.902,1806.544,3054.458,0.0,0.0,0.994,4000,2285.47,2290.293,2167.159,2408.621,2564.879,1617.224,2855.226,0.0,0.0,0.9445,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c078_neutral_random_current_prompt_capture_stress_donation_mix,neutral_random,current_prompt,capture_stress,donation_mix,4000,1,4000,185.139,181.129,154.004,214.698,260.196,94.823,295.204,0.00275,1.0,0.0,4000,14.515,14.577,13.319,15.839,16.898,11.963,18.589,1.0,1.0,0.0,4000,2299.137,2303.244,2182.502,2423.578,2579.146,1657.894,2854.35,0.0,0.0,0.954,4000,2469.761,2471.296,2349.711,2595.477,2759.146,1808.797,3056.161,0.0,0.0,0.9945,4000,2284.621,2288.967,2168.587,2408.859,2563.84,1644.468,2840.442,0.0,0.0,0.94275,4000,208.335,0.0,0.0,431.31,561.6,0.0,561.6,0.54525,0.82425,0.0
c079_neutral_random_expanded_memory_backend_ready_chat_only,neutral_random,expanded_memory,backend_ready,chat_only,4000,1,4000,18.193,18.127,16.556,19.663,22.146,12.521,25.999,1.0,1.0,0.0,4000,14.526,14.585,13.308,15.834,16.899,11.963,18.589,1.0,1.0,0.0,4000,3263.905,3269.481,3091.684,3444.424,3663.438,2422.748,4081.683,0.0,0.0,1.0,4000,3267.572,3273.003,3095.062,3448.628,3666.607,2427.0,4086.482,0.0,0.0,1.0,4000,3249.379,3254.876,3076.972,3429.982,3649.29,2409.322,4067.098,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c080_neutral_random_expanded_memory_backend_ready_donation_mix,neutral_random,expanded_memory,backend_ready,donation_mix,4000,1,4000,18.195,18.194,16.549,19.717,22.01,12.38,25.401,1.0,1.0,0.0,4000,14.526,14.593,13.313,15.853,16.896,11.963,18.589,1.0,1.0,0.0,4000,3265.788,3275.715,3091.357,3442.818,3660.201,2417.265,4156.984,0.0,0.0,1.0,4000,3269.456,3279.592,3095.233,3446.487,3663.617,2422.719,4159.413,0.0,0.0,1.0,4000,3251.262,3262.09,3077.245,3429.0,3645.852,2402.958,4144.799,0.0,0.0,1.0,4000,209.855,0.0,0.0,431.31,561.6,0.0,561.6,0.54025,0.833,0.0
c081_neutral_random_expanded_memory_local_browser_chat_only,neutral_random,expanded_memory,local_browser,chat_only,4000,1,4000,65.84,64.411,54.885,76.036,91.065,32.669,105.256,0.99625,1.0,0.0,4000,14.584,14.623,13.331,15.904,16.935,11.963,18.589,1.0,1.0,0.0,4000,3266.278,3278.876,3090.486,3444.589,3667.263,2423.53,4019.541,0.0,0.0,1.0,4000,3317.534,3331.102,3140.034,3496.575,3721.991,2498.656,4067.576,0.0,0.0,1.0,4000,3251.694,3263.974,3075.399,3430.481,3652.501,2408.59,4003.234,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c082_neutral_random_expanded_memory_local_browser_donation_mix,neutral_random,expanded_memory,local_browser,donation_mix,4000,1,4000,65.992,64.672,55.281,76.313,92.582,33.691,106.064,0.993,1.0,0.0,4000,14.568,14.593,13.334,15.904,16.898,11.963,18.589,1.0,1.0,0.0,4000,3264.998,3278.308,3088.381,3444.815,3657.748,2430.704,3978.484,0.0,0.0,1.0,4000,3316.421,3326.993,3139.795,3495.615,3710.699,2488.828,4061.59,0.0,0.0,1.0,4000,3250.43,3263.164,3074.517,3429.922,3643.075,2413.389,3964.066,0.0,0.0,1.0,4000,203.41,0.0,0.0,431.31,561.6,0.0,561.6,0.55475,0.83475,0.0
c083_neutral_random_expanded_memory_capture_stress_chat_only,neutral_random,expanded_memory,capture_stress,chat_only,4000,1,4000,185.086,181.377,153.914,214.36,258.646,94.383,295.873,0.002,1.0,0.0,4000,14.595,14.629,13.331,15.912,16.935,11.963,18.589,1.0,1.0,0.0,4000,3266.316,3274.739,3096.464,3445.2,3671.063,2311.531,4132.887,0.0,0.0,1.0,4000,3436.807,3443.298,3263.559,3617.832,3840.026,2479.996,4334.758,0.0,0.0,1.0,4000,3251.721,3259.635,3081.434,3430.561,3656.338,2296.049,4116.516,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c084_neutral_random_expanded_memory_capture_stress_donation_mix,neutral_random,expanded_memory,capture_stress,donation_mix,4000,1,4000,184.692,180.413,153.619,214.433,258.669,94.816,293.796,0.002,1.0,0.0,4000,14.542,14.598,13.313,15.891,16.898,11.963,18.589,1.0,1.0,0.0,4000,3267.27,3270.361,3091.038,3446.294,3667.446,2204.201,4072.142,0.0,0.0,1.0,4000,3437.42,3443.953,3260.44,3616.831,3838.246,2354.484,4326.176,0.0,0.0,1.0,4000,3252.728,3255.645,3076.147,3431.707,3651.162,2187.32,4059.261,0.0,0.0,1.0,4000,202.52,0.0,0.0,431.31,561.6,0.0,561.6,0.555,0.83875,0.0
c085_neutral_random_heavy_context_backend_ready_chat_only,neutral_random,heavy_context,backend_ready,chat_only,4000,1,4000,18.226,18.179,16.566,19.866,21.954,12.535,25.313,1.0,1.0,0.0,4000,14.577,14.598,13.331,15.891,16.935,11.963,18.589,1.0,1.0,0.0,4000,4577.702,4595.604,4331.529,4830.392,5136.313,3348.442,5775.327,0.0,0.0,1.0,4000,4581.351,4598.953,4336.028,4834.468,5139.529,3349.747,5779.342,0.0,0.0,1.0,4000,4563.125,4581.14,4317.011,4815.69,5122.788,3334.617,5760.75,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c086_neutral_random_heavy_context_backend_ready_donation_mix,neutral_random,heavy_context,backend_ready,donation_mix,4000,1,4000,18.185,18.162,16.573,19.706,22.049,12.299,25.162,1.0,1.0,0.0,4000,14.521,14.589,13.321,15.789,16.896,11.963,18.589,1.0,1.0,0.0,4000,4569.114,4582.16,4317.082,4828.888,5142.026,3378.397,5689.766,0.0,0.0,1.0,4000,4572.779,4586.691,4320.488,4832.683,5144.481,3384.196,5693.907,0.0,0.0,1.0,4000,4554.593,4567.579,4302.331,4814.119,5125.664,3366.169,5677.117,0.0,0.0,1.0,4000,205.266,0.0,0.0,431.31,561.6,0.0,561.6,0.55125,0.83425,0.0
c087_neutral_random_heavy_context_local_browser_chat_only,neutral_random,heavy_context,local_browser,chat_only,4000,1,4000,66.23,64.862,55.332,76.407,92.139,33.021,104.227,0.992,1.0,0.0,4000,14.588,14.616,13.344,15.894,16.898,11.963,18.589,1.0,1.0,0.0,4000,4571.948,4586.736,4322.215,4829.366,5126.931,3511.441,5902.373,0.0,0.0,1.0,4000,4623.59,4637.909,4370.906,4882.87,5179.669,3578.738,5966.692,0.0,0.0,1.0,4000,4557.36,4573.231,4308.224,4815.3,5111.968,3496.818,5887.948,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c088_neutral_random_heavy_context_local_browser_donation_mix,neutral_random,heavy_context,local_browser,donation_mix,4000,1,4000,66.05,65.037,55.383,75.993,91.44,32.649,106.479,0.9935,1.0,0.0,4000,14.553,14.598,13.321,15.891,16.898,11.963,18.589,1.0,1.0,0.0,4000,4566.385,4582.545,4323.534,4815.371,5125.497,3465.163,5831.856,0.0,0.0,1.0,4000,4617.883,4635.541,4371.484,4868.395,5173.183,3527.555,5887.12,0.0,0.0,1.0,4000,4551.832,4567.876,4307.937,4800.841,5110.642,3451.402,5817.962,0.0,0.0,1.0,4000,209.87,0.0,0.0,431.31,561.6,0.0,561.6,0.543,0.82425,0.0
c089_neutral_random_heavy_context_capture_stress_chat_only,neutral_random,heavy_context,capture_stress,chat_only,4000,1,4000,184.822,180.587,154.127,214.35,259.108,97.111,292.908,0.003,1.0,0.0,4000,14.581,14.589,13.334,15.935,16.915,11.963,18.589,1.0,1.0,0.0,4000,4560.832,4579.693,4312.642,4815.688,5127.668,3434.966,5625.838,0.0,0.0,1.0,4000,4731.073,4749.103,4480.548,4986.485,5305.082,3626.645,5840.729,0.0,0.0,1.0,4000,4546.251,4564.632,4297.832,4801.165,5112.771,3420.002,5611.253,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c090_neutral_random_heavy_context_capture_stress_donation_mix,neutral_random,heavy_context,capture_stress,donation_mix,4000,1,4000,184.354,181.463,152.673,214.019,258.325,95.996,291.587,0.00275,1.0,0.0,4000,14.564,14.607,13.313,15.904,16.915,11.963,18.589,1.0,1.0,0.0,4000,4554.055,4568.148,4302.154,4811.266,5118.861,3299.296,5798.331,0.0,0.0,1.0,4000,4723.844,4741.139,4473.863,4978.298,5289.647,3472.115,5934.01,0.0,0.0,1.0,4000,4539.491,4554.103,4287.229,4795.595,5104.067,3286.297,5783.348,0.0,0.0,1.0,4000,201.988,0.0,0.0,431.31,561.6,0.0,561.6,0.55825,0.83525,0.0
c091_neutral_random_stress_context_backend_ready_chat_only,neutral_random,stress_context,backend_ready,chat_only,4000,1,4000,18.25,18.189,16.682,19.76,22.136,12.236,25.351,1.0,1.0,0.0,4000,14.6,14.649,13.368,15.884,16.915,11.963,18.589,1.0,1.0,0.0,4000,6176.326,6192.846,5832.233,6534.709,6957.578,4517.227,7632.24,0.0,0.0,1.0,4000,6179.975,6195.973,5835.899,6538.836,6959.585,4519.76,7637.288,0.0,0.0,1.0,4000,6161.725,6178.077,5818.039,6521.115,6940.818,4502.985,7617.587,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c092_neutral_random_stress_context_backend_ready_donation_mix,neutral_random,stress_context,backend_ready,donation_mix,4000,1,4000,18.266,18.233,16.675,19.772,22.046,12.332,25.658,1.0,1.0,0.0,4000,14.599,14.623,13.344,15.912,16.915,11.963,18.589,1.0,1.0,0.0,4000,6160.258,6174.929,5808.611,6506.692,6949.395,4586.784,7792.374,0.0,0.0,1.0,4000,6163.925,6178.024,5811.418,6510.168,6954.027,4590.758,7796.04,0.0,0.0,1.0,4000,6145.659,6160.436,5793.821,6491.616,6936.126,4572.825,7778.549,0.0,0.0,1.0,4000,207.456,0.0,0.0,431.31,561.6,0.0,561.6,0.5475,0.826,0.0
