condition_id,policy,slowtrack_load_profile,frontend_profile,scenario_profile,turns,fasttrack_enabled,first_response_ready_ms_n,first_response_ready_ms_mean_ms,first_response_ready_ms_median_ms,first_response_ready_ms_p25_ms,first_response_ready_ms_p75_ms,first_response_ready_ms_p95_ms,first_response_ready_ms_min_ms,first_response_ready_ms_max_ms,first_response_ready_ms_p_lt_100ms,first_response_ready_ms_p_lt_500ms,first_response_ready_ms_p_gt_2000ms,fasttrack_ready_ms_n,fasttrack_ready_ms_mean_ms,fasttrack_ready_ms_median_ms,fasttrack_ready_ms_p25_ms,fasttrack_ready_ms_p75_ms,fasttrack_ready_ms_p95_ms,fasttrack_ready_ms_min_ms,fasttrack_ready_ms_max_ms,fasttrack_ready_ms_p_lt_100ms,fasttrack_ready_ms_p_lt_500ms,fasttrack_ready_ms_p_gt_2000ms,slowtrack_compute_ms_n,slowtrack_compute_ms_mean_ms,slowtrack_compute_ms_median_ms,slowtrack_compute_ms_p25_ms,slowtrack_compute_ms_p75_ms,slowtrack_compute_ms_p95_ms,slowtrack_compute_ms_min_ms,slowtrack_compute_ms_max_ms,slowtrack_compute_ms_p_lt_100ms,slowtrack_compute_ms_p_lt_500ms,slowtrack_compute_ms_p_gt_2000ms,full_answer_ready_ms_n,full_answer_ready_ms_mean_ms,full_answer_ready_ms_median_ms,full_answer_ready_ms_p25_ms,full_answer_ready_ms_p75_ms,full_answer_ready_ms_p95_ms,full_answer_ready_ms_min_ms,full_answer_ready_ms_max_ms,full_answer_ready_ms_p_lt_100ms,full_answer_ready_ms_p_lt_500ms,full_answer_ready_ms_p_gt_2000ms,hidden_latency_ms_n,hidden_latency_ms_mean_ms,hidden_latency_ms_median_ms,hidden_latency_ms_p25_ms,hidden_latency_ms_p75_ms,hidden_latency_ms_p95_ms,hidden_latency_ms_min_ms,hidden_latency_ms_max_ms,hidden_latency_ms_p_lt_100ms,hidden_latency_ms_p_lt_500ms,hidden_latency_ms_p_gt_2000ms,donation_readout_tts_ms_n,donation_readout_tts_ms_mean_ms,donation_readout_tts_ms_median_ms,donation_readout_tts_ms_p25_ms,donation_readout_tts_ms_p75_ms,donation_readout_tts_ms_p95_ms,donation_readout_tts_ms_min_ms,donation_readout_tts_ms_max_ms,donation_readout_tts_ms_p_lt_100ms,donation_readout_tts_ms_p_lt_500ms,donation_readout_tts_ms_p_gt_2000ms
c093_neutral_random_stress_context_local_browser_chat_only,neutral_random,stress_context,local_browser,chat_only,4000,1,4000,66.618,65.332,56.028,77.056,92.465,33.326,105.086,0.9915,1.0,0.0,4000,14.556,14.616,13.334,15.884,16.898,11.963,18.589,1.0,1.0,0.0,4000,6161.575,6188.533,5817.94,6510.966,6938.537,4647.417,7584.167,0.0,0.0,1.0,4000,6213.638,6242.885,5870.682,6562.381,6989.802,4693.756,7651.467,0.0,0.0,1.0,4000,6147.02,6173.902,5803.452,6497.223,6923.486,4633.489,7571.433,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c094_neutral_random_stress_context_local_browser_donation_mix,neutral_random,stress_context,local_browser,donation_mix,4000,1,4000,65.882,64.473,55.372,75.964,91.802,33.489,105.489,0.99375,1.0,0.0,4000,14.59,14.623,13.344,15.935,16.915,11.963,18.589,1.0,1.0,0.0,4000,6162.381,6177.483,5813.325,6517.575,6937.175,4528.814,7495.679,0.0,0.0,1.0,4000,6213.674,6225.888,5862.386,6566.789,6988.964,4587.819,7543.485,0.0,0.0,1.0,4000,6147.792,6163.271,5799.808,6502.558,6923.096,4514.989,7482.829,0.0,0.0,1.0,4000,198.525,0.0,0.0,431.31,561.6,0.0,561.6,0.56525,0.8385,0.0
c095_neutral_random_stress_context_capture_stress_chat_only,neutral_random,stress_context,capture_stress,chat_only,4000,1,4000,185.932,182.443,155.392,214.324,259.305,94.559,295.161,0.002,1.0,0.0,4000,14.59,14.629,13.331,15.935,16.899,11.963,18.589,1.0,1.0,0.0,4000,6169.379,6190.978,5828.182,6515.864,6949.24,4477.099,7863.495,0.0,0.0,1.0,4000,6340.721,6364.57,6000.402,6684.499,7115.457,4634.079,8011.712,0.0,0.0,1.0,4000,6154.789,6175.516,5813.782,6500.725,6936.578,4460.399,7846.949,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c096_neutral_random_stress_context_capture_stress_donation_mix,neutral_random,stress_context,capture_stress,donation_mix,4000,1,4000,184.373,180.276,153.549,213.709,257.491,92.438,294.9,0.00325,1.0,0.0,4000,14.555,14.593,13.328,15.891,16.898,11.963,18.589,1.0,1.0,0.0,4000,6169.573,6194.765,5842.85,6517.979,6919.538,4612.257,7521.496,0.0,0.0,1.0,4000,6339.391,6362.317,6010.952,6689.131,7091.15,4834.328,7732.699,0.0,0.0,1.0,4000,6155.018,6180.767,5827.882,6503.32,6905.111,4600.127,7509.319,0.0,0.0,1.0,4000,205.023,0.0,0.0,431.31,520.23,0.0,561.6,0.5495,0.841,0.0
c097_slowtrack_only_current_prompt_backend_ready_chat_only,slowtrack_only,current_prompt,backend_ready,chat_only,4000,0,4000,2271.621,2285.765,2166.635,2391.636,2523.564,1697.596,2753.89,0.0,0.0,0.93025,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2267.91,2282.37,2162.321,2388.544,2519.644,1694.209,2752.718,0.0,0.0,0.928,4000,2271.621,2285.765,2166.635,2391.636,2523.564,1697.596,2753.89,0.0,0.0,0.93025,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c098_slowtrack_only_current_prompt_backend_ready_donation_mix,slowtrack_only,current_prompt,backend_ready,donation_mix,4000,0,4000,2270.153,2284.519,2169.984,2384.715,2521.343,1622.397,2736.487,0.0,0.0,0.92975,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2266.493,2281.154,2166.364,2381.162,2517.564,1619.141,2732.468,0.0,0.0,0.927,4000,2270.153,2284.519,2169.984,2384.715,2521.343,1622.397,2736.487,0.0,0.0,0.92975,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,210.191,0.0,0.0,450.988,520.281,0.0,520.281,0.54775,0.9345,0.0
c099_slowtrack_only_current_prompt_local_browser_chat_only,slowtrack_only,current_prompt,local_browser,chat_only,4000,0,4000,2315.072,2331.792,2203.755,2435.147,2568.37,1710.193,2863.522,0.0,0.0,0.95625,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2263.015,2280.381,2155.638,2381.752,2515.776,1655.941,2788.536,0.0,0.0,0.9255,4000,2315.072,2331.792,2203.755,2435.147,2568.37,1710.193,2863.522,0.0,0.0,0.95625,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c100_slowtrack_only_current_prompt_local_browser_donation_mix,slowtrack_only,current_prompt,local_browser,donation_mix,4000,0,4000,2313.081,2330.556,2202.677,2434.745,2569.2,1722.057,2925.199,0.0,0.0,0.9525,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2261.388,2278.805,2151.939,2382.645,2520.569,1656.076,2860.824,0.0,0.0,0.9215,4000,2313.081,2330.556,2202.677,2434.745,2569.2,1722.057,2925.199,0.0,0.0,0.9525,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,209.287,0.0,0.0,468.172,520.281,0.0,520.281,0.55,0.93675,0.0
c101_slowtrack_only_current_prompt_capture_stress_chat_only,slowtrack_only,current_prompt,capture_stress,chat_only,4000,0,4000,2437.92,2454.86,2326.164,2556.244,2699.629,1816.12,2912.911,0.0,0.0,0.99175,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2267.821,2282.269,2160.306,2386.189,2518.834,1653.573,2723.526,0.0,0.0,0.9295,4000,2437.92,2454.86,2326.164,2556.244,2699.629,1816.12,2912.911,0.0,0.0,0.99175,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c102_slowtrack_only_current_prompt_capture_stress_donation_mix,slowtrack_only,current_prompt,capture_stress,donation_mix,4000,0,4000,2435.463,2451.64,2323.203,2557.117,2701.916,1804.244,2982.497,0.0,0.0,0.99,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,2265.057,2280.693,2156.714,2383.244,2517.152,1669.254,2788.165,0.0,0.0,0.9285,4000,2435.463,2451.64,2323.203,2557.117,2701.916,1804.244,2982.497,0.0,0.0,0.99,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,208.751,0.0,0.0,468.172,520.281,0.0,520.281,0.55275,0.93575,0.0
c103_slowtrack_only_expanded_memory_backend_ready_chat_only,slowtrack_only,expanded_memory,backend_ready,chat_only,4000,0,4000,3234.483,3247.739,3082.963,3394.282,3600.806,2184.838,3942.856,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3230.774,3244.126,3080.056,3390.668,3596.955,2182.149,3937.643,0.0,0.0,1.0,4000,3234.483,3247.739,3082.963,3394.282,3600.806,2184.838,3942.856,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c104_slowtrack_only_expanded_memory_backend_ready_donation_mix,slowtrack_only,expanded_memory,backend_ready,donation_mix,4000,0,4000,3240.273,3250.087,3089.655,3401.459,3616.76,2364.638,3961.596,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3236.578,3246.551,3086.182,3397.85,3611.65,2359.76,3959.058,0.0,0.0,1.0,4000,3240.273,3250.087,3089.655,3401.459,3616.76,2364.638,3961.596,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,215.387,0.0,0.0,468.172,520.281,0.0,520.281,0.53775,0.934,0.0
c105_slowtrack_only_expanded_memory_local_browser_chat_only,slowtrack_only,expanded_memory,local_browser,chat_only,4000,0,4000,3289.199,3302.423,3141.44,3450.487,3652.02,2494.568,4046.14,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3237.448,3251.232,3088.21,3398.132,3598.041,2435.907,3986.59,0.0,0.0,1.0,4000,3289.199,3302.423,3141.44,3450.487,3652.02,2494.568,4046.14,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c106_slowtrack_only_expanded_memory_local_browser_donation_mix,slowtrack_only,expanded_memory,local_browser,donation_mix,4000,0,4000,3278.696,3286.181,3124.154,3440.186,3647.731,2380.11,4025.236,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3227.157,3236.16,3072.79,3387.211,3597.579,2321.529,3965.91,0.0,0.0,1.0,4000,3278.696,3286.181,3124.154,3440.186,3647.731,2380.11,4025.236,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,205.235,0.0,0.0,450.988,520.281,0.0,520.281,0.55925,0.93475,0.0
c107_slowtrack_only_expanded_memory_capture_stress_chat_only,slowtrack_only,expanded_memory,capture_stress,chat_only,4000,0,4000,3404.819,3409.896,3256.408,3568.671,3772.392,2530.728,4291.994,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3235.138,3241.127,3090.435,3394.885,3601.851,2359.022,4048.743,0.0,0.0,1.0,4000,3404.819,3409.896,3256.408,3568.671,3772.392,2530.728,4291.994,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c108_slowtrack_only_expanded_memory_capture_stress_donation_mix,slowtrack_only,expanded_memory,capture_stress,donation_mix,4000,0,4000,3398.846,3407.684,3248.28,3565.159,3767.409,2512.865,4184.912,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,3228.467,3237.216,3082.585,3388.792,3591.728,2311.737,3957.999,0.0,0.0,1.0,4000,3398.846,3407.684,3248.28,3565.159,3767.409,2512.865,4184.912,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,215.557,0.0,0.0,468.172,520.281,0.0,520.281,0.53725,0.9355,0.0
c109_slowtrack_only_heavy_context_backend_ready_chat_only,slowtrack_only,heavy_context,backend_ready,chat_only,4000,0,4000,4537.43,4546.799,4320.272,4763.532,5057.267,3299.979,5735.156,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4533.782,4542.927,4317.032,4760.0,5053.398,3297.418,5729.773,0.0,0.0,1.0,4000,4537.43,4546.799,4320.272,4763.532,5057.267,3299.979,5735.156,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c110_slowtrack_only_heavy_context_backend_ready_donation_mix,slowtrack_only,heavy_context,backend_ready,donation_mix,4000,0,4000,4531.416,4552.217,4322.048,4751.426,5044.977,3298.432,5551.668,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4527.749,4548.39,4318.719,4747.322,5040.8,3291.377,5549.819,0.0,0.0,1.0,4000,4531.416,4552.217,4322.048,4751.426,5044.977,3298.432,5551.668,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,209.92,0.0,0.0,468.172,520.281,0.0,520.281,0.55025,0.92975,0.0
c111_slowtrack_only_heavy_context_local_browser_chat_only,slowtrack_only,heavy_context,local_browser,chat_only,4000,0,4000,4586.037,4600.886,4372.306,4818.205,5093.653,3416.531,5564.93,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4534.426,4549.557,4318.294,4767.904,5042.714,3372.583,5508.712,0.0,0.0,1.0,4000,4586.037,4600.886,4372.306,4818.205,5093.653,3416.531,5564.93,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c112_slowtrack_only_heavy_context_local_browser_donation_mix,slowtrack_only,heavy_context,local_browser,donation_mix,4000,0,4000,4579.261,4597.681,4367.327,4800.671,5089.539,3339.283,5553.105,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4527.768,4544.952,4311.801,4748.045,5037.826,3285.661,5508.44,0.0,0.0,1.0,4000,4579.261,4597.681,4367.327,4800.671,5089.539,3339.283,5553.105,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,212.027,0.0,0.0,468.172,520.281,0.0,520.281,0.545,0.9345,0.0
c113_slowtrack_only_heavy_context_capture_stress_chat_only,slowtrack_only,heavy_context,capture_stress,chat_only,4000,0,4000,4704.472,4715.337,4491.793,4929.453,5212.636,3452.859,5784.68,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4533.837,4548.081,4323.52,4759.322,5042.812,3360.492,5630.947,0.0,0.0,1.0,4000,4704.472,4715.337,4491.793,4929.453,5212.636,3452.859,5784.68,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c114_slowtrack_only_heavy_context_capture_stress_donation_mix,slowtrack_only,heavy_context,capture_stress,donation_mix,4000,0,4000,4708.818,4723.851,4499.479,4926.994,5222.396,3391.394,5859.561,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,4538.172,4552.443,4325.554,4758.732,5047.074,3286.033,5720.778,0.0,0.0,1.0,4000,4708.818,4723.851,4499.479,4926.994,5222.396,3391.394,5859.561,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,205.282,0.0,0.0,468.172,520.281,0.0,520.281,0.5595,0.936,0.0
c115_slowtrack_only_stress_context_backend_ready_chat_only,slowtrack_only,stress_context,backend_ready,chat_only,4000,0,4000,6139.116,6155.699,5827.465,6463.373,6865.401,4381.165,7807.964,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6135.42,6151.37,5824.364,6460.357,6861.179,4379.127,7802.112,0.0,0.0,1.0,4000,6139.116,6155.699,5827.465,6463.373,6865.401,4381.165,7807.964,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c116_slowtrack_only_stress_context_backend_ready_donation_mix,slowtrack_only,stress_context,backend_ready,donation_mix,4000,0,4000,6144.478,6152.077,5853.268,6457.742,6861.249,4350.722,7457.615,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6140.81,6149.438,5850.5,6453.031,6858.183,4347.806,7455.725,0.0,0.0,1.0,4000,6144.478,6152.077,5853.268,6457.742,6861.249,4350.722,7457.615,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,211.675,0.0,0.0,468.172,520.281,0.0,520.281,0.5465,0.93075,0.0
c117_slowtrack_only_stress_context_local_browser_chat_only,slowtrack_only,stress_context,local_browser,chat_only,4000,0,4000,6197.969,6207.137,5906.721,6502.239,6917.801,4475.212,7652.977,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6146.271,6156.003,5858.787,6449.692,6867.24,4410.332,7604.484,0.0,0.0,1.0,4000,6197.969,6207.137,5906.721,6502.239,6917.801,4475.212,7652.977,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c118_slowtrack_only_stress_context_local_browser_donation_mix,slowtrack_only,stress_context,local_browser,donation_mix,4000,0,4000,6181.838,6198.015,5884.841,6492.823,6890.015,4544.633,7711.728,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6130.406,6145.773,5835.374,6439.931,6833.336,4497.585,7663.1,0.0,0.0,1.0,4000,6181.838,6198.015,5884.841,6492.823,6890.015,4544.633,7711.728,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,203.846,0.0,0.0,468.172,520.281,0.0,520.281,0.562,0.9415,0.0
c119_slowtrack_only_stress_context_capture_stress_chat_only,slowtrack_only,stress_context,capture_stress,chat_only,4000,0,4000,6295.434,6310.665,6000.068,6596.822,7017.971,4843.891,7844.545,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6125.332,6143.454,5828.243,6429.012,6845.651,4670.942,7627.696,0.0,0.0,1.0,4000,6295.434,6310.665,6000.068,6596.822,7017.971,4843.891,7844.545,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c120_slowtrack_only_stress_context_capture_stress_donation_mix,slowtrack_only,stress_context,capture_stress,donation_mix,4000,0,4000,6310.127,6318.747,6025.604,6611.226,7011.072,4693.073,7700.292,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,6140.576,6152.995,5858.651,6430.103,6836.824,4525.92,7531.601,0.0,0.0,1.0,4000,6310.127,6318.747,6025.604,6611.226,7011.072,4693.073,7700.292,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4000,206.49,0.0,0.0,468.172,520.281,0.0,520.281,0.558,0.9295,0.0
