sample,case_no,condition,n,Overall_mean,Overall_sd,Overall_median,Perceived Latency_mean,Perceived Latency_sd,Perceived Latency_median,Conversational Naturalness_mean,Conversational Naturalness_sd,Conversational Naturalness_median,Reaction Appropriateness_mean,Reaction Appropriateness_sd,Reaction Appropriateness_median,Social Presence_mean,Social Presence_sd,Social Presence_median,Character Appeal_mean,Character Appeal_sd,Character Appeal_median,Engagement_mean,Engagement_sd,Engagement_median
english_ge5,1,Grounded,17,4.684873949579831,1.0470618584468474,4.928571428571429,5.254901960784315,0.9612593863485221,5.333333333333333,4.5,1.4142135623730951,5.0,4.647058823529413,0.9893220759361636,5.0,4.9411764705882355,1.4018108037148824,5.0,4.088235294117647,1.4386983496120618,4.0,4.411764705882353,1.6127935209370325,5.0
english_ge5,2,Emotion Only,17,5.0588235294117645,1.2156597515146172,5.214285714285714,5.333333333333333,1.3281147875424357,5.333333333333333,5.205882352941177,1.5718104959867516,5.0,4.823529411764706,1.2534266757064607,4.666666666666667,5.5,1.224744871391589,5.5,4.676470588235294,1.7760663739584404,5.5,4.794117647058823,1.6013551246660178,5.0
english_ge5,3,Intent Only,17,4.785714285714285,0.9080844382207943,4.714285714285714,5.215686274509803,0.8074408859561953,5.333333333333333,4.588235294117647,1.4277965335356682,5.0,4.92156862745098,0.7594717806613456,5.0,5.294117647058823,1.5006126199969523,5.5,3.823529411764706,1.435500527588159,4.0,4.588235294117647,1.4168108346481794,5.0
english_ge5,4,Neutral Random,17,4.621848739495798,1.3364886758937828,5.0,4.999999999999999,1.0274023338281628,4.333333333333333,4.147058823529412,1.4765321055850866,4.0,4.666666666666666,1.4953632037438633,4.666666666666667,4.823529411764706,1.6483057254969062,5.5,4.617647058823529,1.772440159115974,4.5,4.264705882352941,1.8037950190052736,4.5
english_ge5,5,SlowTrack Only,17,4.365546218487395,1.2517544710134973,4.428571428571429,4.372549019607844,1.545074400137671,4.0,4.0588235294117645,1.6477480175717902,4.0,4.901960784313725,0.9261982170436855,5.0,4.882352941176471,1.3524215754146556,5.0,3.8823529411764706,1.8668942438303942,4.0,3.823529411764706,1.8786728732554485,4.0
